"company_key","sources_status","last_checked_at","last_successful_fetch_at","last_fetch_error","consecutive_failures","jobs_last_run","jobs_relevant_last_run","jobs_inserted_last_run","jobs_updated_last_run","jobs_irrelevant_last_run","jobs_partial_last_run","jobs_old_last_run","fetch_failed_last_run","yield_last_run","times_seen_empty","times_failed","scrape_tier","scrape_every_runs","bucket_last_run"
"legacy__workable__krushlabs","auto","2026-04-10T17:02:10.956Z","","Workable Krushlabs failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__krypton-mining","auto","2026-04-10T17:02:17.195Z","","Workable Krypton Mining failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__labella-associates","auto","2026-04-10T17:02:23.328Z","","Workable Labella Associates failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__laborup","auto","2026-04-10T17:02:29.502Z","","Workable Laborup failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__manna-1","auto","2026-04-10T17:02:35.652Z","","Workable Manna 1 failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__marble","auto","2026-04-10T17:02:41.851Z","","Workable Marble failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__matrix-camps-and-logistics","auto","2026-04-10T17:02:48.044Z","","Workable Matrix Camps And Logistics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__matternet","auto","2026-04-10T17:02:54.248Z","","Workable Matternet failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__monarch-quantum","auto","2026-04-10T17:03:00.463Z","","Workable Monarch Quantum failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__msr-fsr","auto","2026-04-10T17:03:06.611Z","","Workable Msr Fsr failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__neo-tax","auto","2026-04-10T17:03:12.752Z","","Workable Neo Tax failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__nodein","auto","2026-04-10T17:03:18.888Z","","Workable Nodein failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__nortek","auto","2026-04-10T17:03:25.133Z","","Workable Nortek failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__oceancomm","auto","2026-04-10T17:03:31.315Z","","Workable Oceancomm failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__open-ocean-robotics","auto","2026-04-10T17:03:37.454Z","","Workable Open Ocean Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__origin-10x","auto","2026-04-10T17:03:43.644Z","","Workable Origin 10x failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__oxforddynamics","auto","2026-04-10T17:03:49.826Z","","Workable Oxforddynamics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__pacific-defense","auto","2026-04-10T17:03:56.034Z","","Workable Pacific Defense failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__phantom-auto","auto","2026-04-10T17:04:02.210Z","","Workable Phantom Auto failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__phasorengineering","auto","2026-04-10T17:04:08.375Z","","Workable Phasorengineering failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__prime-robotics-1","auto","2026-04-10T17:04:14.508Z","","Workable Prime Robotics 1 failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__propelleraero","auto","2026-04-10T17:04:20.657Z","","Workable Propelleraero failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__rapyuta-robotics","auto","2026-04-10T17:04:26.841Z","","Workable Rapyuta Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__rec-2","auto","2026-04-10T17:04:33.053Z","","Workable Rec 2 failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__red-rabbit-robotics","auto","2026-04-10T17:04:39.235Z","","Workable Red Rabbit Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__rise-robotics","auto","2026-04-10T17:04:45.433Z","","Workable Rise Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__robeaute","auto","2026-04-10T17:04:51.625Z","","Workable Robeaute failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__ryhr","auto","2026-04-10T17:04:57.801Z","","Workable Ryhr failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__safcsp","auto","2026-04-10T17:05:03.967Z","","Workable Safcsp failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__shift-robotics","auto","2026-04-10T17:05:10.117Z","","Workable Shift Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__skylarkdrones","auto","2026-04-10T17:05:16.304Z","","Workable Skylarkdrones failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__slip-robotics","auto","2026-04-10T17:05:22.476Z","","Workable Slip Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__sorting-robotics","auto","2026-04-10T17:05:28.654Z","","Workable Sorting Robotics failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__ssci","auto","2026-04-10T17:05:34.839Z","","Workable Ssci failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__swiftengineering","auto","2026-04-10T17:05:41.070Z","","Workable Swiftengineering failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__talentsis","auto","2026-04-10T17:05:47.214Z","","Workable Talentsis failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__terabase-energy","auto","2026-04-10T17:05:53.403Z","","Workable Terabase Energy failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__unusual-machines","auto","2026-04-10T17:05:59.596Z","","Workable Unusual Machines failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__veterans-launch-inc","auto","2026-04-10T17:06:05.767Z","","Workable Veterans Launch Inc failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__virtual-surveyor","auto","2026-04-10T17:06:11.957Z","","Workable Virtual Surveyor failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__voom-insurance","auto","2026-04-10T17:06:18.192Z","","Workable Voom Insurance failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__warfel-construction","auto","2026-04-10T17:06:24.358Z","","Workable Warfel Construction failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__xtia","auto","2026-04-10T17:06:30.547Z","","Workable Xtia failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
"legacy__workable__zerozero","auto","2026-04-10T17:06:36.721Z","","Workable Zerozero failed: 429","","0","0","0","0","0","0","0","true","0.000","0","2","low","2","fetch_failed"
